event_id,user_id,session_id,event_type,timestamp,page_url,product_id,search_query,device_type,browser,ip_address,properties
d0b54c24-899e-4176-827a-5db849b5527e,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,add_to_cart,2025-06-23 10:50:42.606729,/product/e6aa32b8-2ccf-495a-bcde-fe26579de4ef,e6aa32b8-2ccf-495a-bcde-fe26579de4ef,,mobile,edge,39.222.133.207,{}
0718d4fa-dcaa-4d0a-b49d-caf775bf012c,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,remove_from_cart,2025-06-23 10:41:42.606729,,,,mobile,safari,88.137.144.162,{}
085af34a-daf2-4e83-aa12-6b3247ef2929,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,page_view,2025-06-23 10:58:42.606729,/contact,,,desktop,edge,71.49.199.67,{}
26657a3c-a200-4e7f-a29a-88aa0e6f812a,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,product_view,2025-06-23 10:58:42.606729,/product/ec7afc5f-8d3f-4add-af53-755103ab051c,ec7afc5f-8d3f-4add-af53-755103ab051c,,mobile,chrome,194.183.119.195,{}
3701ad0c-aac1-4dd3-bd61-eee37c88f21a,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,product_view,2025-06-23 10:59:42.606729,/product/a493647f-02f5-45af-a76d-30e2cdd8faad,a493647f-02f5-45af-a76d-30e2cdd8faad,,mobile,edge,168.225.87.69,{}
d63f9258-542c-4e03-9e2f-efbd98166bdc,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,page_view,2025-06-23 10:54:42.606729,/about,,,desktop,chrome,143.89.45.130,{}
c66e8cdc-cc60-4ae1-a66b-373dd734c07e,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,product_view,2025-06-23 10:41:42.606729,/product/aad76b2a-adfa-4242-af9f-f8612384dc96,aad76b2a-adfa-4242-af9f-f8612384dc96,,mobile,firefox,94.84.164.127,{}
98057c2e-4602-4715-947b-daf697ea3ce9,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,product_view,2025-06-23 10:44:42.606729,/product/7a4a6afe-25f5-4679-be42-0de9175ad7e6,7a4a6afe-25f5-4679-be42-0de9175ad7e6,,tablet,chrome,87.121.39.35,{}
a86c51cc-3938-4e2d-8e25-a8a83be8814b,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,add_to_cart,2025-06-23 11:10:42.606729,/product/a493647f-02f5-45af-a76d-30e2cdd8faad,a493647f-02f5-45af-a76d-30e2cdd8faad,,mobile,safari,106.95.246.227,{}
61bb1a48-49a4-4122-a509-5d8a04d68f45,25f4a622-637b-4ad7-b651-7347b5b51f87,a1ed1aed-7ea0-48b8-a433-bfa53169c54f,logout,2025-06-23 10:48:42.606729,,,,tablet,chrome,39.9.66.253,{}
cebe0889-8453-4899-b093-c9142b652f84,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,login,2025-06-23 05:37:42.606729,,,,tablet,chrome,72.36.214.242,{}
41714866-85ed-4b39-9ad6-1c86e1717c5b,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,search,2025-06-23 05:37:42.606729,,,shirt,mobile,chrome,84.32.199.197,{'results_count': 95}
e4f2f9af-f993-4eaa-a44e-076c2cf370d5,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,search,2025-06-23 05:17:42.606729,,,phone,desktop,edge,1.205.232.242,{'results_count': 78}
390653e2-21e7-436e-a3c7-dd7467915fbe,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,product_view,2025-06-23 05:24:42.606729,/product/7c4c5103-7aa0-4008-bf49-51104c26f889,7c4c5103-7aa0-4008-bf49-51104c26f889,,tablet,chrome,121.145.239.17,{}
5ae4f5e0-f426-495f-99b0-f7bb2dc494d7,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,product_view,2025-06-23 05:16:42.606729,/product/546d780a-c9cd-48ae-b5d2-8f12f84f2de0,546d780a-c9cd-48ae-b5d2-8f12f84f2de0,,mobile,firefox,219.82.1.111,{}
9415cd47-00c8-4fa2-88ca-60efe53be32f,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,add_to_cart,2025-06-23 05:25:42.606729,/product/5933da6a-b042-41cc-9d47-64b5b1135906,5933da6a-b042-41cc-9d47-64b5b1135906,,desktop,firefox,88.102.227.28,{}
a7075307-454e-46f6-a403-481805120d68,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,remove_from_cart,2025-06-23 05:42:42.606729,,,,mobile,edge,6.209.100.66,{}
0701e152-86db-44d8-bc00-0656d6f9e92b,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:20:42.606729,/home,,,tablet,safari,216.148.85.235,{}
07d1f946-425c-4fd8-8112-1b61900c0004,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,product_view,2025-06-23 05:41:42.606729,/product/4af43369-d972-4900-bff1-c04fe5e88c06,4af43369-d972-4900-bff1-c04fe5e88c06,,tablet,safari,95.21.76.167,{}
eaeac09b-062a-457a-b66c-193923a2aee3,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:41:42.606729,/products,,,tablet,safari,56.40.164.235,{}
6623ef1b-c015-4cb3-8eed-84c23cfddcc7,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:26:42.606729,/about,,,mobile,edge,26.39.98.143,{}
6c0f07df-84d3-4c06-9e25-665fc4a1174b,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:20:42.606729,/about,,,mobile,firefox,134.33.116.61,{}
89190a0a-27de-4d2b-b3cc-51772639bc96,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,product_view,2025-06-23 05:24:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,tablet,edge,100.160.212.200,{}
a7ce97cc-6c84-432a-a5d7-e896b6d38373,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:18:42.606729,/home,,,tablet,safari,62.73.93.136,{}
77068f29-e4fb-4992-a883-2a2a2c2854c8,d02d56da-f809-4691-a8c3-e18828d0dce4,3ff2f1db-f9e9-42c6-ad8a-ede4f3e4eab2,page_view,2025-06-23 05:39:42.606729,/about,,,desktop,chrome,188.140.201.72,{}
835ea3d7-9b5a-4333-9769-d463c40623c9,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,login,2025-06-23 15:37:42.606729,,,,tablet,edge,196.34.113.219,{}
34bd19ef-113a-48ac-96b4-6c005c878e24,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,search,2025-06-23 15:55:42.606729,,,headphones,tablet,firefox,148.27.44.202,{'results_count': 34}
2d19809b-3e63-4ae8-bc2e-921de28229f7,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:43:42.606729,/products,,,mobile,firefox,217.49.212.244,{}
ec734063-7624-4b97-9a2d-003e2f4adeaa,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:37:42.606729,/products,,,tablet,chrome,193.35.179.188,{}
7b803ab6-005e-4064-9492-b4a91fef52ef,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:56:42.606729,/contact,,,mobile,edge,112.5.137.120,{}
6c8f6eb4-9fb4-4d26-868b-129e69c4563b,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:45:42.606729,/products,,,tablet,chrome,2.18.193.89,{}
6b58c267-19c7-4071-be25-e2ff6b07df3d,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:56:42.606729,/home,,,tablet,firefox,193.242.201.137,{}
908a0848-c807-4905-b6ff-87c907dbe9e5,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,product_view,2025-06-23 15:54:42.606729,/product/c708e485-dfe3-42f5-b615-267b7c72b81b,c708e485-dfe3-42f5-b615-267b7c72b81b,,desktop,edge,212.137.113.190,{}
bcfb107e-4030-43f1-9598-9475d5d2afef,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,product_view,2025-06-23 15:44:42.606729,/product/a493647f-02f5-45af-a76d-30e2cdd8faad,a493647f-02f5-45af-a76d-30e2cdd8faad,,mobile,firefox,206.41.245.166,{}
2d143730-3363-41a0-950e-3766b2f087c6,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:56:42.606729,/products,,,tablet,safari,210.9.199.182,{}
6433786d-52a8-4102-b67d-5dd0765690a3,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:43:42.606729,/about,,,desktop,firefox,57.134.151.158,{}
fba02e47-3377-4516-b281-572169fcff51,d02d56da-f809-4691-a8c3-e18828d0dce4,86129304-b66d-4244-a215-53b450eed09e,page_view,2025-06-23 15:53:42.606729,/products,,,desktop,edge,58.164.146.117,{}
7b4e8f30-c0c0-4022-8358-eee6eb60a9ca,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,login,2025-06-23 11:32:42.606729,,,,tablet,chrome,209.53.103.197,{}
58c8560f-e8b9-4bf7-a608-aca1c84f7fd0,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,page_view,2025-06-23 11:23:42.606729,/home,,,tablet,edge,30.156.67.241,{}
cf589330-25cb-4208-84ed-0f0fdce3a396,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:24:42.606729,/product/16cf2f52-b988-4a65-ae7b-085d0a6143be,16cf2f52-b988-4a65-ae7b-085d0a6143be,,mobile,firefox,107.240.90.114,{}
5c548fae-96b7-44df-90b4-08d6beb1154a,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:20:42.606729,/product/927e9d3b-4346-4cf6-8b84-ae4d13a6d16f,927e9d3b-4346-4cf6-8b84-ae4d13a6d16f,,tablet,firefox,79.154.98.20,{}
f3989425-bbb4-4bfe-be36-dde917d47e27,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:26:42.606729,/product/52739ccd-f331-4b70-ab84-02534e49c9d1,52739ccd-f331-4b70-ab84-02534e49c9d1,,desktop,edge,124.114.93.26,{}
5974c93b-32d5-443c-8f7a-9fd4a93d68cd,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,page_view,2025-06-23 11:35:42.606729,/home,,,tablet,edge,185.67.214.56,{}
238117a1-4a42-4886-98b7-0a792876091d,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:24:42.606729,/product/2f06d9e7-9270-4d03-bbde-03bcc7a71e64,2f06d9e7-9270-4d03-bbde-03bcc7a71e64,,tablet,edge,164.254.209.208,{}
5c3ceaa3-ae6f-4f92-837e-90341357cbc9,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,page_view,2025-06-23 11:34:42.606729,/home,,,tablet,edge,8.63.152.220,{}
eb535454-eac5-41c8-8214-0f5067cd1a67,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,page_view,2025-06-23 11:25:42.606729,/contact,,,tablet,firefox,167.5.47.223,{}
a4c7e44a-2eab-4c88-adec-b1098ab0481a,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:27:42.606729,/product/a493647f-02f5-45af-a76d-30e2cdd8faad,a493647f-02f5-45af-a76d-30e2cdd8faad,,tablet,firefox,201.24.118.106,{}
55995547-2b19-4456-9be2-97aa58fca074,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:27:42.606729,/product/c708e485-dfe3-42f5-b615-267b7c72b81b,c708e485-dfe3-42f5-b615-267b7c72b81b,,tablet,edge,105.19.160.165,{}
8234e001-7a7f-4f32-8cff-b9ac887cd2b3,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,page_view,2025-06-23 11:33:42.606729,/contact,,,tablet,safari,84.55.197.74,{}
eb9b88ad-8b00-4086-ad7f-238b25e4946d,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:32:42.606729,/product/7a4a6afe-25f5-4679-be42-0de9175ad7e6,7a4a6afe-25f5-4679-be42-0de9175ad7e6,,mobile,edge,6.107.80.171,{}
5365cdc8-1afd-4614-8501-a4bb2b629003,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,product_view,2025-06-23 11:26:42.606729,/product/e6aa32b8-2ccf-495a-bcde-fe26579de4ef,e6aa32b8-2ccf-495a-bcde-fe26579de4ef,,desktop,edge,175.98.239.177,{}
405bd4a9-4531-4f67-abd3-3b3ce204aaba,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,8e6da55c-8f55-47c3-9637-0200b2c0b6d6,logout,2025-06-23 11:20:42.606729,,,,desktop,edge,126.19.79.140,{}
69f9d394-fefb-4b2d-8a98-880c5362a404,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,bc033b24-c60f-409b-9fbc-8058153361ce,login,2025-06-23 00:59:42.606729,,,,desktop,firefox,205.238.110.244,{}
93c1fed9-c359-47ce-9598-0f8433569fe7,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,bc033b24-c60f-409b-9fbc-8058153361ce,page_view,2025-06-23 01:09:42.606729,/about,,,desktop,firefox,126.58.58.140,{}
20b37cd9-6df8-46d9-a9fc-e8c58db9b8da,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,bc033b24-c60f-409b-9fbc-8058153361ce,page_view,2025-06-23 00:59:42.606729,/contact,,,desktop,chrome,189.225.100.205,{}
c536325a-510a-4815-86c0-aa71f6225a52,332ef0bc-bb50-4c2d-83d4-4c1f67a455a5,bc033b24-c60f-409b-9fbc-8058153361ce,logout,2025-06-23 00:55:42.606729,,,,desktop,safari,30.237.175.5,{}
2a04b49f-7726-47f4-8f15-674bac77daf5,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,login,2025-06-23 12:06:42.606729,,,,desktop,firefox,179.66.230.73,{}
6e1d8c02-ae29-4ae8-ab30-25bfe043b573,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:04:42.606729,/home,,,tablet,chrome,27.38.49.241,{}
40e86eb5-1f51-4ceb-9d10-3e1d6dfb1273,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:01:42.606729,/products,,,mobile,safari,165.177.50.42,{}
8b201d83-92cc-4dce-9b18-af28ea94c1c8,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:06:42.606729,/contact,,,tablet,safari,121.140.186.16,{}
83bd96d0-3b68-474b-9c5b-4e50bbfeffda,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 12:04:42.606729,/product/0a449183-52b9-40f9-a811-2abb4bd93be3,0a449183-52b9-40f9-a811-2abb4bd93be3,,tablet,safari,44.236.85.24,{}
51c80584-fc32-44d4-9e54-e6d24d0b778f,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 12:05:42.606729,/product/52739ccd-f331-4b70-ab84-02534e49c9d1,52739ccd-f331-4b70-ab84-02534e49c9d1,,mobile,firefox,129.240.55.190,{}
ea944c07-b560-4fec-bba9-deb216236292,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 12:02:42.606729,/product/d264132f-13bd-4a82-8e8d-568b55b80ad8,d264132f-13bd-4a82-8e8d-568b55b80ad8,,tablet,firefox,63.68.254.85,{}
3a67de06-df6c-4d77-92a1-9ae35c3f8b19,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:04:42.606729,/home,,,tablet,safari,177.4.91.38,{}
78394e94-cb33-4d4c-8f63-3186619d4f46,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 12:01:42.606729,/product/9d1e3f1b-66b0-4c0e-aa90-a4282be7029d,9d1e3f1b-66b0-4c0e-aa90-a4282be7029d,,desktop,edge,21.6.204.157,{}
3949ddc5-9bcd-4ca9-89f6-1f6dff7dd0a6,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 11:59:42.606729,/product/6a7a189d-5e4d-4c71-9c3e-7097fb7b3e9a,6a7a189d-5e4d-4c71-9c3e-7097fb7b3e9a,,tablet,chrome,40.130.168.107,{}
d1eac5db-ae0e-4a49-982f-c5a6d4ca62b7,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:01:42.606729,/home,,,mobile,safari,184.17.229.147,{}
e9d95002-6476-40d4-b1ad-6260b0b1a652,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 11:59:42.606729,/products,,,mobile,edge,213.58.94.101,{}
38ab32de-ad40-414d-b7a6-e18b1e499cb9,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:04:42.606729,/products,,,desktop,safari,40.64.107.181,{}
aca85a80-8da6-4982-8d17-df2dc8f1f7f0,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,product_view,2025-06-23 12:03:42.606729,/product/b55e185d-c33d-4b0c-a725-1f5da73d2081,b55e185d-c33d-4b0c-a725-1f5da73d2081,,mobile,chrome,206.232.94.122,{}
985017cf-04e8-446a-98ca-0903b0979510,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:01:42.606729,/about,,,mobile,safari,145.225.104.113,{}
ecf9cd8d-5735-471e-a8d0-2bd6e7fec805,7706d9d2-4e8e-497e-95e1-64e11967e16a,f2bc370a-f6cb-48d8-8c85-80a7460b63ca,page_view,2025-06-23 12:04:42.606729,/contact,,,desktop,firefox,195.222.12.107,{}
01ec4a8e-bc50-48c0-9210-5e02a1ffcfcc,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,page_view,2025-06-23 09:19:42.606729,/home,,,desktop,chrome,175.88.149.239,{}
ae84f11e-001d-405f-bc3a-3d364c5e9284,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,page_view,2025-06-23 09:11:42.606729,/products,,,mobile,edge,203.193.78.173,{}
28e5137f-2810-4d00-b34b-a05c8db7c1de,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,product_view,2025-06-23 09:05:42.606729,/product/db50c061-a0e6-474f-8912-207db50e005e,db50c061-a0e6-474f-8912-207db50e005e,,tablet,chrome,206.82.61.195,{}
1e83635b-c87a-48f2-8370-49d8a754394d,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,add_to_cart,2025-06-23 09:19:42.606729,/product/9b0850b5-1930-406c-8407-193227932ea8,9b0850b5-1930-406c-8407-193227932ea8,,mobile,safari,115.111.30.232,{}
13deb3e9-4c0d-4ecd-942d-8cf520d16580,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,checkout_start,2025-06-23 09:05:42.606729,,,,mobile,chrome,64.141.129.227,{}
73879468-8d9e-4092-80c4-0a1a95928ebb,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,page_view,2025-06-23 09:05:42.606729,/products,,,tablet,safari,68.138.227.233,{}
2c03a220-d790-48ed-ab1e-5ccc5da9a606,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,product_view,2025-06-23 09:16:42.606729,/product/61eb368a-83fb-4b48-a096-3f8efa3fcb31,61eb368a-83fb-4b48-a096-3f8efa3fcb31,,tablet,firefox,132.191.110.21,{}
0f62a8d9-f782-474c-9867-380cf45b02e9,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,page_view,2025-06-23 09:07:42.606729,/contact,,,tablet,edge,12.194.220.102,{}
a4b8385e-129b-4d9c-991f-a89b0b8ff854,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,product_view,2025-06-23 09:19:42.606729,/product/4af43369-d972-4900-bff1-c04fe5e88c06,4af43369-d972-4900-bff1-c04fe5e88c06,,mobile,edge,87.36.32.171,{}
97570624-f50b-413e-b777-18b20169b5c6,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,product_view,2025-06-23 09:09:42.606729,/product/7a4a6afe-25f5-4679-be42-0de9175ad7e6,7a4a6afe-25f5-4679-be42-0de9175ad7e6,,mobile,edge,185.142.77.14,{}
057d5cb6-43dd-4c44-9904-4b24d4f610c7,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,product_view,2025-06-23 09:15:42.606729,/product/1a508118-9ded-4bf9-97b4-8d35419c6a2b,1a508118-9ded-4bf9-97b4-8d35419c6a2b,,tablet,safari,27.215.235.17,{}
49919ae7-756e-4816-af57-0ae2fd3f0b45,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,page_view,2025-06-23 09:06:42.606729,/contact,,,tablet,chrome,214.247.201.100,{}
a57513e6-c263-46d3-9527-783ed283d890,b7bc4229-67d2-4721-9fa3-13eba7cab815,8d3741b6-0984-4f4c-91ca-d4e7603f24df,logout,2025-06-23 09:07:42.606729,,,,desktop,firefox,155.184.36.148,{}
e6265587-8e75-4b35-b270-080e247f2da2,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,login,2025-06-23 03:40:42.606729,,,,mobile,edge,64.163.168.97,{}
0a0e2da2-08e3-4fd5-9477-e0888bb06fb6,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,page_view,2025-06-23 03:38:42.606729,/home,,,tablet,safari,189.116.245.0,{}
2cd3c374-0a60-4749-824c-db194638e429,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,product_view,2025-06-23 03:33:42.606729,/product/a5d2cfcf-34c3-4f85-bd27-a459ad336d9e,a5d2cfcf-34c3-4f85-bd27-a459ad336d9e,,desktop,safari,30.242.49.97,{}
c23786ef-243a-4785-945d-da9a845243bf,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,product_view,2025-06-23 03:32:42.606729,/product/61eb368a-83fb-4b48-a096-3f8efa3fcb31,61eb368a-83fb-4b48-a096-3f8efa3fcb31,,tablet,firefox,207.164.232.80,{}
cdfedec8-7f6e-4dcc-9236-2768ff8bf51b,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,add_to_cart,2025-06-23 03:32:42.606729,/product/1ed28d3a-decd-4998-99a1-75acbf4c8a82,1ed28d3a-decd-4998-99a1-75acbf4c8a82,,tablet,edge,146.23.57.160,{}
8aafd746-ab5e-4125-b14c-cf63ffe69380,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,checkout_start,2025-06-23 03:28:42.606729,,,,tablet,edge,181.92.175.186,{}
17025118-b591-46a3-99b3-43b45564d02a,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,page_view,2025-06-23 03:32:42.606729,/products,,,desktop,firefox,108.239.62.194,{}
bac903ac-f410-4deb-a4e9-f75b011bc3d4,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,page_view,2025-06-23 03:37:42.606729,/home,,,tablet,firefox,144.1.165.218,{}
3dc8d084-0b3c-4fb5-8cff-b55a972b2ee5,b7bc4229-67d2-4721-9fa3-13eba7cab815,9dd8ff9d-865a-4099-a995-cd29262bdf64,product_view,2025-06-23 03:35:42.606729,/product/2ff7f695-9f23-4141-b83c-8abb95131043,2ff7f695-9f23-4141-b83c-8abb95131043,,mobile,safari,154.87.8.223,{}
